PairID,Text,Score
ENG-train-0000,"إذا حدث ذلك، فقط اسحب العلاقة.
إذا حدث ذلك في أي وقت مضى، فقط سحب العلاقة.",1.0
ENG-train-0001,"كلب أسود يجري من خلال الماء.
كلب أسود يجري من خلال بعض الماء.",1.0
ENG-train-0002,"لقد كنت أبحث عنك في الدير بأكمله
أنا أبحث عنك في جميع أنحاء الدير.",1.0
ENG-train-0003,"إذا كان لطيفاً و لديه شخصية جيدة، فقد يكون مستقلاً - ولكن من المرجح أن يكون ثنائي الجنس.
إذا كان يبدو جيداً، و شخصية جيدة، فإنه قد يكون مستقيم، ولكن على الأرجح ثنائي.",1.0
ENG-train-0004,"إنّها لا تكرهك، إنّها فقط غاضبة منك.
انها لا تكرهك، انها فقط منزعجة.",1.0
ENG-train-0005,"الممثل (غازارا) ميت في الثامنة والعشرين من عمره
الممثل بن غازارا يموت في سن 81",1.0
ENG-train-0006,"لا، أنا حقاً لم أكن أريد نيويورك للفوز.
لا، لم أرد أن تفوز (نيويورك)",1.0
ENG-train-0007,"ليس لدي مشاكل معهم
لول ليس لدي أي مشاكل معهم.",1.0
ENG-train-0008,"ليس من الضروري أن يعجب والديك حبيبك
ليس من الضروري أن يعجب أهلك بـ (بي إف) ، بل أنت كذلك.",1.0
ENG-train-0009,"أعتقد أن (تايلور) لطيف جداً، لكنني أكره صوته.
أعتقد أن (تايلور) لطيف جداً لكنني أكره صوته",1.0
ENG-train-0010,"الكلب البني الخفيف يركض مسارًا سعيدًا.
كلب شاحب يركض في الطريق.",1.0
ENG-train-0011,"الطفلة البالغة من العمر أربع سنوات في حقيبتك
البالغ من العمر 4 سنوات في صندوقك",1.0
ENG-train-0012,"قد تكتشف لاحقاً أنك فقدت المثالية
قد تكتشف لاحقاً أنك فقدت المثالية",1.0
ENG-train-0013,"إذا ذكرت أنها تريد فقط أن نكون أصدقاء، ثم فات الأوان.
إذا قالت أنها تريد فقط أن نكون أصدقاء قد فات الأوان",1.0
ENG-train-0014,"رجل يسكب الأرز روني في وعاء.
رجل سكب ريكا روني في وعاء",1.0
ENG-train-0015,"الرجال يمكن أن يكونون غريبين يجب أن أعرف
الرجال يمكن أن تكون غريبة، يجب أن أعرف.",1.0
ENG-train-0016,"كلب بني يقفز.
كلب بني يقفز",1.0
ENG-train-0017,"(فريتز لاباند) كان لاعب كرة قدم ألماني
(فريتز لاباند) لاعب كرة قدم ألماني سابق",1.0
ENG-train-0018,"لا تصدق هذا الرجل للحظة.
لا تصدق هذا الرجل للحظة.",1.0
ENG-train-0019,"خصوصاً إذا كنتِ تحبينه حقاً وتعرفين أنه خجول
خصوصاً إذا كنتِ تحبينه حقاً وتعرفين أنه خجول",1.0
ENG-train-0020,"رجل في سوق المزارعين
رجل في سوق المزارعين",1.0
ENG-train-0021,"كان عدد السكان 517 في إحصاء عام 2000
السكان 517 شخصاً اعتباراً من عام 2000",1.0
